ID,Severity,Time,City,Traffic_Signal,Humidity(%),Crossing,Sunrise_Sunset
A-648785,2,2022-04-15 07:16:01,Chesterfield,False,100.0,False,Day
A-5658333,2,2021-10-22 18:22:00,Silver Spring,False,60.0,False,Night
A-3882892,2,2023-02-10 16:23:00,Sacramento,False,51.0,False,Day
A-429550,2,2017-04-07 22:00:40,Houston,False,62.0,False,Night
A-746911,3,2022-01-14 18:16:53,Westport,False,46.0,False,Night
A-5658656,2,2021-06-25 13:40:13,Totowa,False,30.0,False,Day
A-7366671,2,2019-11-01 23:03:00,Glendale,False,18.0,False,Night
A-6135276,2,2021-05-28 22:23:00,Salt Lake City,False,35.0,False,Night
A-5649533,2,2021-11-19 09:46:30,Forest Park,False,34.0,False,Day
A-4246834,2,2022-07-15 23:08:00,Orland,False,23.0,False,Night
A-5150101,2,2022-03-04 17:22:29,Sun Lakes,True,40.0,True,Day
A-300065,2,2016-09-09 16:27:16,Houston,True,79.0,True,Day
A-6072973,2,2021-11-26 04:05:30,Grants Pass,False,21.0,True,Night
A-4474868,2,2022-12-30 09:23:00,Philadelphia,False,79.0,False,Day
A-3117483,3,2017-12-08 07:13:07,Walnut Creek,False,82.0,False,Day
A-2331736,3,2019-01-11 13:24:33,Oklahoma City,False,100.0,False,Day
A-5429434,2,2022-05-20 19:44:27,Mifflinburg,False,84.0,False,Day
A-6238080,2,2021-12-17 17:48:34,New York,False,17.0,False,Night
A-5624017,2,2021-11-19 16:23:52,Fort Lauderdale,False,100.0,False,Day
A-4616662,2,2022-10-07 23:53:00,Richfield,False,38.0,False,Night
A-5904409,2,2021-12-03 15:57:32,Arlington,False,45.0,False,Day
A-4065703,2,2022-04-01 17:44:00,Port Richey,False,62.0,False,Day
A-3917069,2,2023-01-20 15:00:46,Cranford,False,53.0,False,Day
A-2736775,3,2018-06-01 15:02:04,Hopkins,False,60.0,False,Day
A-4816875,2,2022-12-16 15:18:00,Asheville,False,41.0,False,Day
A-5581888,2,2021-10-15 12:48:39,Summerville,False,100.0,False,Day
A-4198900,2,2022-04-15 12:27:30,Tucson,False,7.0,False,Day
A-2965129,3,2018-03-23 21:53:44,Palm Coast,True,51.0,False,Night
A-378155,2,2017-02-17 05:02:23,West Mifflin,True,78.0,False,Night
A-6959898,2,2020-12-25 13:33:00,Miami,False,47.0,False,Day
A-6609639,2,2020-10-16 12:59:30,Richmond,False,13.0,False,Day
A-1192183,3,2021-01-15 14:28:30,Greenville,False,67.0,False,Day
A-1965115,2,2019-07-12 18:24:28,Tucson,True,,True,Day
A-6671592,2,2020-09-18 13:40:00,Millville,False,49.0,False,
A-5158189,2,2022-02-11 10:23:00,Altadena,False,,False,Day
A-2818389,2,2018-05-11 20:16:11,Oklahoma City,True,54.0,False,Day
A-6067797,2,2021-11-19 16:53:00,Cayucos,False,87.0,False,Day
A-6012017,2,2021-11-12 12:12:30,Gerber,False,90.0,False,Day
A-3116003,2,2017-12-08 10:56:48,Lancaster,False,100.0,False,Day
A-2096206,2,2019-05-10 10:23:43,Larkspur,False,77.0,False,Day
A-5051692,2,2022-02-04 09:45:38,Saint Cloud,False,69.0,False,Day
A-6457684,2,2021-01-22 17:43:01,Silver Lake,False,93.0,False,Night
A-6284038,2,2021-09-10 07:34:30,Los Angeles,False,87.0,False,Day
A-1121276,2,2021-03-12 07:45:18,Wellington,False,57.0,False,Day
A-2234613,2,2019-03-22 07:04:35,Helper,False,100.0,False,Night
A-7624453,2,2018-02-23 18:25:20,Laguna Woods,True,27.0,True,Night
A-3606363,2,2017-05-05 10:24:27,Denver,False,37.0,False,Day
A-2076945,2,2019-06-28 09:25:14,Charlotte,True,62.0,True,Day
A-3387631,2,2017-08-18 05:19:47,Portland,False,84.0,False,Night
A-3889936,2,2022-08-19 14:22:37,Newburgh,False,24.0,False,Day
A-2777869,2,2018-06-22 17:10:12,Renton,True,52.0,True,Day
A-3387303,2,2017-08-18 12:41:03,Houston,True,61.0,False,Day
A-2221504,2,2019-03-15 17:35:11,Baton Rouge,False,44.0,False,Day
A-6691660,2,2020-12-18 14:26:00,Santa Cruz,False,49.0,False,Day
A-6413302,2,2021-02-26 13:43:45,San Diego,False,40.0,False,Day
A-1233802,2,2020-12-11 12:06:43,Portland,False,85.0,False,Day
A-1332686,2,2020-10-09 08:08:22,Johnson City,False,89.0,False,Day
A-1222845,2,2020-12-18 18:57:20,Raleigh,True,70.0,True,Night
A-7539184,2,2018-09-21 16:18:26,Palm Beach Gardens,False,65.0,False,Day
A-7424982,2,2019-03-08 09:16:14,Castro Valley,False,57.0,False,Day
A-6495226,2,2021-01-15 20:31:00,Orlando,False,72.0,False,Night
A-1952710,3,2019-07-05 15:38:42,Prosperity,False,62.0,False,Day
A-1990126,2,2019-07-26 05:05:54,Houston,False,73.0,False,Night
A-6945079,2,2020-10-02 21:51:00,Miami,False,100.0,False,Night
A-3401690,3,2017-08-25 13:38:51,Decatur,True,60.0,False,Day
A-6189653,2,2021-06-18 02:28:29,Holly Hill,False,100.0,False,Night
A-2978992,2,2018-03-30 20:27:54,Orangeburg,False,75.0,False,Night
A-2220754,2,2019-03-15 21:09:53,Richmond,False,84.0,False,Night
A-5052562,2,2022-06-24 19:01:00,Placerville,False,14.0,False,Day
A-1390470,2,2020-07-17 15:39:58,Nashville,False,45.0,False,Day
A-1432790,2,2020-08-21 05:06:24,Charleston,False,90.0,False,Night
A-4481787,2,2022-08-12 18:45:00,Compton,False,56.0,False,Day
A-1026027,2,2021-05-28 17:36:01,Charlotte,False,65.0,False,Day
A-3356529,3,2017-08-04 14:44:45,Baltimore,False,57.0,False,Day
A-2716169,2,2018-07-20 07:39:58,Diamond Bar,False,83.0,False,Day
A-2816866,2,2018-05-11 16:19:55,Grand Rapids,True,89.0,True,Day
A-7067546,2,2020-06-05 10:56:00,San Luis Obispo,True,83.0,False,Day
A-868766,3,2021-10-08 17:15:19,Winnetka,False,84.0,False,Day
A-5232017,2,2022-09-02 12:37:00,Zachary,False,63.0,False,Day
A-784350,2,2021-12-10 17:22:20,Charlotte,False,100.0,False,Night
A-2883001,3,2018-04-13 14:48:23,West Harrison,False,31.0,False,Day
A-1838557,2,2019-11-22 18:29:07,Sumter,False,88.0,False,Night
A-4466555,2,2022-11-18 06:18:30,Fayetteville,False,82.0,False,Night
A-4025369,2,2022-01-14 13:24:00,Santa Ana,False,33.0,False,Day
A-1423116,2,2020-08-14 10:52:58,Peabody,False,45.0,False,Day
A-2463414,2,2018-11-16 06:29:26,Pleasanton,False,72.0,False,Night
A-1397988,3,2020-07-24 18:47:10,Knoxville,False,79.0,False,Day
A-2233934,2,2019-03-22 11:11:10,Summerville,False,,False,Day
A-5942808,2,2021-12-10 10:10:00,Los Banos,False,79.0,False,Day
A-7262929,3,2020-02-14 19:07:41,Chicago,True,61.0,True,Night
A-4188624,2,2022-06-17 18:28:00,San Francisco,True,60.0,True,Day
A-6761271,2,2020-09-11 03:27:00,Newark,False,94.0,False,Night
A-5870276,2,2021-05-07 05:35:30,Rancho Cucamonga,False,75.0,False,Night
A-1978197,3,2019-07-19 09:02:57,Los Angeles,False,63.0,False,Day
A-5083675,2,2022-05-13 16:48:08,Shreveport,False,48.0,False,Day
A-4143220,2,2022-04-22 17:58:00,Tucson,False,18.0,False,Day
A-7708068,2,2019-04-12 12:34:55,Belmont,False,93.0,False,Day
A-4493534,2,2022-11-04 10:48:30,Los Angeles,False,29.0,False,Day
A-5587627,2,2021-06-04 07:41:00,Bakersfield,False,31.0,False,Day
A-5162463,2,2023-01-27 23:49:46,Eden Prairie,False,69.0,False,Night
A-5276653,2,2022-01-21 22:22:45,Union,False,93.0,False,Night
A-6506712,2,2021-01-22 06:53:00,Santa Fe Springs,False,71.0,False,Night
A-3002080,3,2018-02-09 08:30:05,Peru,False,90.0,False,Day
A-7382200,3,2019-11-15 18:31:29,Colorado Springs,False,33.0,False,Night
A-4674677,2,2023-01-27 06:20:36,Cleveland,False,81.0,False,Night
A-2833959,2,2018-05-18 09:06:39,Seattle,True,80.0,True,Day
A-2082256,2,2019-05-31 15:32:39,Portland,False,39.0,False,Day
A-1018165,2,2021-06-04 17:39:26,Tucson,True,6.0,True,Day
A-6388345,2,2021-01-15 13:58:30,Charlotte,False,96.0,False,Day
A-3311465,2,2017-09-15 15:31:44,Oklahoma City,False,45.0,False,Day
A-4005588,2,2022-03-11 18:14:00,Torrance,False,41.0,False,Night
A-3166052,3,2017-11-03 09:46:15,Jacksonville,False,81.0,False,Day
A-3892642,2,2022-10-14 06:29:00,Hallandale,False,94.0,False,Night
A-5280099,2,2022-02-04 15:43:48,Richmond,False,93.0,False,Day
A-3527023,3,2016-12-16 07:04:27,Montebello,False,100.0,False,Day
A-127220,2,2016-11-11 08:55:37,,True,68.0,True,
A-5877717,2,2021-12-17 15:33:30,Garden Grove,False,21.0,False,Day
A-4407216,2,2022-08-19 22:26:00,Corona,False,84.0,False,Night
A-704657,2,2022-02-18 07:13:46,Virginia Beach,False,84.0,False,Day
A-679649,2,2022-03-11 18:43:36,Fosters,False,49.0,False,Night
A-2949803,2,2018-03-16 12:42:57,Orlando,True,29.0,True,Day
A-3147910,2,2017-12-22 16:31:45,El Paso,True,21.0,False,Day
A-1676840,2,2020-01-03 08:26:53,Wilmington,True,93.0,True,Day
A-3063307,2,2018-01-12 07:49:28,Greenville,False,100.0,False,Day
A-1942192,2,2019-08-30 05:08:58,Cleveland,False,66.0,False,Night
A-1607198,3,2020-01-24 09:23:35,Highland Park,False,96.0,False,Day
A-6478758,2,2021-01-15 14:55:00,Eatontown,False,83.0,False,Day
A-6435496,2,2021-01-15 04:48:59,Springfield,False,85.0,False,Night
A-4136555,2,2021-12-31 12:39:00,Wade,False,61.0,False,Day
A-1598204,2,2020-01-17 15:08:17,Marietta,False,32.0,False,Day
A-551108,3,2022-07-29 17:09:22,Milan,False,39.0,False,Day
A-7068309,2,2020-06-05 17:57:02,Charlotte,True,67.0,False,Day
A-3259216,2,2017-10-20 05:20:46,Fallon,False,66.0,False,Night
A-2065743,3,2019-06-21 14:40:11,Northeast Dallas,False,47.0,False,Day
A-7083344,3,2020-06-12 08:13:39,Des Plaines,False,49.0,False,Day
A-765945,2,2021-12-24 08:06:03,Springville,False,,False,Day
A-6382868,2,2021-01-29 00:51:00,Atwater,False,100.0,False,Night
A-5459791,2,2022-12-09 08:48:30,Huntington,False,85.0,False,Day
A-6989754,2,2020-05-29 17:02:00,Layton,False,15.0,False,Day
A-4034892,4,2022-01-14 21:01:00,Philadelphia,False,43.0,False,Night
A-5944328,2,2021-12-24 09:21:00,Hartman,False,73.0,False,Day
A-1898950,2,2019-09-06 23:41:45,Seattle,True,70.0,True,Night
A-7263218,2,2020-02-14 12:23:00,Milpitas,False,55.0,False,Day
A-6254483,2,2021-09-24 16:23:50,Miami,False,79.0,True,Day
A-1839629,2,2019-11-22 16:17:53,Houston,False,70.0,False,Day
A-6268374,2,2021-10-22 18:22:00,Tallahassee,False,48.0,False,Day
A-1112879,3,2021-03-19 15:48:42,Hendersonville,False,93.0,False,Day
A-7139974,1,2020-03-27 12:02:28,Silver Spring,False,51.0,True,Day
A-1104293,2,2021-03-26 08:11:51,Midlothian,True,55.0,False,Day
A-1976286,3,2019-07-19 13:42:39,Joppa,False,71.0,False,Day
A-5748981,2,2021-11-12 08:11:33,Opa Locka,False,91.0,False,Day
A-6216503,2,2021-06-11 07:55:30,Arlington,False,90.0,False,Day
A-2978896,2,2018-03-30 08:40:40,Crawfordville,False,93.0,False,Day
A-5807678,2,2021-09-17 13:05:53,Clarkston,False,82.0,False,Day
A-5377514,2,2022-07-08 17:28:00,Mountain View,False,,False,Day
A-319819,3,2017-02-10 21:24:14,San Dimas,False,100.0,False,Night
A-6140275,2,2021-12-17 17:22:00,Rocky Hill,False,22.0,False,Night
A-5347740,2,2022-03-04 14:29:01,Hollywood,False,47.0,False,Day
A-4175791,2,2022-09-23 06:25:01,Garner,False,59.0,False,Night
A-5986501,2,2021-09-10 13:03:59,Lexington,False,87.0,False,Day
A-6316194,2,2021-08-27 00:55:00,Mesquite,False,72.0,False,Night
A-5775498,2,2021-11-26 20:33:00,North Bend,False,80.0,False,Night
A-3281629,2,2017-09-01 16:56:36,Old Hickory,False,93.0,False,Day
A-1441600,3,2020-08-28 16:58:08,Pensacola,False,88.0,False,Day
A-3522856,2,2016-04-22 14:23:46,Clarksville,False,67.0,False,Day
A-4840011,2,2022-12-02 12:14:21,Nashville,False,53.0,False,Day
A-4416482,2,2022-04-29 01:37:00,Lewisberry,False,24.0,False,Night
A-41852,2,2016-06-10 22:56:02,Sacramento,False,67.0,False,Night
A-3088118,2,2018-01-26 08:40:45,New York,False,,True,Day
A-7715157,3,2019-04-26 08:07:12,Denver,False,50.0,False,Day
A-2571103,2,2018-09-07 06:33:23,Yuba City,False,77.0,False,Night
A-4718823,2,2022-12-09 10:08:00,Arlington,False,100.0,False,Day
A-1295814,2,2020-09-11 07:57:31,Seattle,True,81.0,True,Day
A-4457028,2,2022-02-18 14:06:38,Roosevelt,False,37.0,False,Day
A-2569815,2,2018-09-07 13:09:13,Myrtle Beach,False,58.0,False,Day
A-2095908,3,2019-05-10 15:57:35,Centerville,False,27.0,False,Day
A-5375587,2,2022-11-18 15:16:00,Jacksonville,False,24.0,False,Day
A-1527825,3,2020-03-13 16:56:21,Oklahoma City,False,95.0,False,Day
A-2445077,3,2018-11-09 17:24:10,Brunswick,False,82.0,False,Night
A-1649790,2,2020-02-14 11:23:30,Huntsville,False,65.0,False,Day
A-194075,3,2016-07-29 03:35:29,Warren,False,81.0,False,Night
A-3840379,2,2022-01-21 14:37:00,Tucson,False,16.0,False,Day
A-6316433,2,2021-12-03 18:15:30,Nashville,False,54.0,False,Night
A-5467417,2,2021-10-15 18:17:27,Spring Valley,False,56.0,False,Day
A-998934,3,2021-06-18 16:04:16,Des Moines,False,30.0,False,Day
A-3029900,2,2018-02-23 21:10:13,Charlotte,True,68.0,True,Night
A-5298669,2,2022-01-21 12:32:21,Buffalo,False,62.0,False,Day
A-92643,3,2016-08-26 10:36:29,Los Angeles,False,59.0,True,Day
A-5446736,2,2022-04-29 23:56:00,Olympia,False,93.0,False,Night
A-7032248,2,2020-05-15 11:14:24,San Diego,False,59.0,False,Day
A-1552201,3,2020-04-10 10:20:07,San Diego,False,90.0,False,Day
A-6819691,2,2020-12-11 01:28:31,Syracuse,False,85.0,False,Night
A-3297016,2,2017-09-08 17:25:50,Los Angeles,True,71.0,False,Day
A-1942997,2,2019-08-30 16:24:14,Omaha,True,58.0,True,Day
A-4251662,2,2022-07-01 04:46:00,Dayton,False,69.0,False,Night
A-5650722,2,2021-11-19 13:13:37,Walhalla,False,36.0,False,Day
A-5551008,2,2021-10-22 07:58:00,San Jose,True,94.0,True,Day
A-2545550,2,2018-10-26 07:56:10,Charlotte,True,93.0,False,Day
A-3509940,2,2016-07-29 15:55:49,Holmdel,False,72.0,False,Day
A-7400420,2,2019-09-27 14:55:00,Nevada City,False,64.0,False,Day
A-1223365,2,2020-12-18 06:23:49,Round Rock,False,93.0,False,Night
A-440376,3,2017-05-19 07:45:53,South Gate,False,51.0,False,Day
A-5012399,2,2022-10-07 20:45:42,New Orleans,False,45.0,False,Night
A-5936267,2,2021-06-11 12:43:19,Capistrano Beach,False,37.0,False,Day
A-7060196,2,2020-06-26 19:37:42,Conshohocken,False,57.0,False,Day
A-1490847,3,2020-06-26 07:31:29,Milwaukee,False,61.0,False,Day
A-7498942,2,2018-11-09 09:02:58,Indianapolis,False,86.0,False,Day
A-7254264,2,2020-02-07 10:07:00,Lebec,False,33.0,False,Day
A-42509,3,2016-06-17 14:35:52,Oakland,False,68.0,False,Day
A-4633703,2,2022-06-24 15:10:00,Hayward,False,42.0,False,Day
A-4005141,2,2022-07-01 15:04:00,La Porte,False,84.0,False,Day
A-5452499,2,2023-01-27 18:40:47,Deer Lodge,False,100.0,False,Night
A-4332556,2,2022-04-15 12:00:00,Pompano Beach,False,96.0,False,Day
A-4191653,2,2022-02-25 13:00:00,Rochester,False,81.0,False,Day
A-7673818,3,2017-10-20 17:01:10,Cuyahoga Falls,False,31.0,False,Day
A-894824,3,2021-09-17 16:30:58,Denver,False,35.0,False,Day
A-1910920,2,2019-09-13 14:04:31,Augusta,False,52.0,False,Day
A-6963901,2,2020-12-18 13:28:30,Moreno Valley,False,18.0,False,Day
A-1544700,2,2020-04-03 16:51:56,Rochester,False,82.0,False,Day
A-294413,3,2016-08-12 18:02:03,Fort Worth,True,44.0,False,Day
A-5110691,2,2022-09-30 19:06:00,El Sobrante,False,29.0,False,Night
A-952355,2,2021-07-30 12:59:53,Portland,False,37.0,False,Day
A-6640899,2,2020-09-18 13:57:40,Florence,False,73.0,False,Day
A-116294,3,2016-12-02 05:36:02,North Port,False,97.0,False,Night
A-3995462,2,2022-12-09 17:57:34,Tulsa,False,69.0,False,Night
A-2624433,3,2018-08-03 06:24:42,Miami,False,85.0,False,Night
A-163682,2,2016-09-23 18:33:08,Des Moines,False,56.0,True,Day
A-5904198,2,2021-08-13 16:32:01,Miami,True,70.0,False,Day
A-2001877,2,2019-08-02 18:24:50,Oklahoma City,False,47.0,False,Day
A-5172675,2,2022-07-15 19:19:21,Newark,True,64.0,False,Day
A-551612,2,2022-07-29 05:42:43,Sunol,False,90.0,False,Night
A-5022908,2,2022-11-11 21:50:04,Dallas,False,56.0,False,Night
A-3871268,2,2023-01-27 09:45:30,Paramount,False,38.0,False,Day
A-689535,3,2022-03-04 05:06:21,Hazelwood,False,70.0,False,Night
A-140139,3,2016-09-02 08:48:09,Deerfield Beach,False,82.0,False,Day
A-3707060,2,2023-01-27 09:38:00,Phoenix,True,27.0,True,Day
A-3980864,2,2023-01-27 21:10:36,Hudson,False,76.0,False,Night
A-1840041,2,2019-11-22 16:16:39,Sacramento,False,40.0,False,Day
A-4359937,2,2022-02-18 19:55:59,Ashburn,True,50.0,False,Night
A-6470167,2,2021-01-01 18:55:23,Blachly,False,83.0,False,Night
A-171487,3,2016-11-11 08:54:18,Bridgeton,False,57.0,False,Day
A-885574,2,2021-09-24 08:54:32,Taberg,False,77.0,False,Day
A-96715,2,2016-09-09 14:52:16,Los Angeles,True,64.0,True,Day
A-379409,3,2017-02-24 16:10:33,Woodbridge,False,46.0,False,Day
A-3551419,2,2016-09-09 14:40:02,Los Angeles,True,64.0,False,Day
A-681193,2,2022-03-11 04:26:54,Woodbury,False,85.0,False,Night
A-6649848,2,2020-11-13 09:18:00,Claremont,False,92.0,False,Day
A-6947078,2,2020-10-23 15:09:00,Utica,True,50.0,False,Day
A-3327491,2,2017-09-22 10:29:06,Brentwood,False,61.0,False,Day
A-2834379,3,2018-05-18 16:43:23,Riverside,False,51.0,False,Day
A-4993817,2,2022-11-11 14:28:30,San Marcos,False,46.0,True,Day
A-7535932,2,2018-09-14 08:55:54,Lee,False,71.0,False,Day
A-3757438,2,2022-10-07 13:51:00,Long Beach,False,60.0,False,Day
A-3674430,2,2023-03-31 17:27:00,Brewster,False,50.0,False,Day
A-1191675,2,2021-01-15 07:50:37,Bronx,True,82.0,True,Day
A-5483322,2,2021-08-27 12:24:30,La Porte,False,75.0,False,Day
A-5578525,2,2021-05-28 22:58:51,Greenbelt,False,91.0,False,Night
A-6115168,2,2021-07-09 10:15:37,Charlotte,False,74.0,False,Day
A-7680742,2,2017-09-08 21:00:55,Houston,False,61.0,False,Night
A-6787583,2,2020-10-30 12:20:00,Miami,False,69.0,False,Day
A-6460136,2,2021-02-19 20:53:30,Doral,False,87.0,True,Night
A-937538,2,2021-08-13 06:09:49,Anaheim,False,87.0,False,Night
A-2372741,3,2018-11-30 14:36:48,Hurricane,False,64.0,False,Day
A-3178542,4,2017-11-10 23:25:35,Hollywood,True,84.0,False,Night
A-7452038,2,2019-02-22 16:49:31,Stockton,False,33.0,False,Day
A-3148307,3,2017-12-22 18:23:05,Montclair,False,22.0,False,Night
A-4466608,2,2022-01-14 14:23:00,Larkspur,False,80.0,False,Day
A-5308341,2,2022-04-29 17:31:56,Hialeah,False,74.0,False,Day
A-3017737,2,2018-02-16 09:49:39,Los Angeles,False,15.0,False,Day
A-671551,3,2022-03-18 19:48:59,Glendora,False,37.0,False,Night
A-5342496,2,2022-12-16 18:21:34,Duanesburg,False,100.0,False,Night
A-2986240,2,2018-02-02 13:21:54,Fort Pierce,False,52.0,False,Day
A-3944253,2,2022-05-27 18:13:48,Little Falls,False,81.0,False,Day
A-1824576,2,2019-11-15 07:44:37,Tucson,True,29.0,False,Day
A-859916,2,2021-10-15 05:45:16,Palm Beach Gardens,False,91.0,False,Night
A-6069608,2,2021-10-22 17:11:56,Orlando,False,40.0,True,Day
A-1313903,3,2020-09-25 16:45:53,Villa Rica,False,88.0,False,Day
A-4040956,2,2022-11-18 19:52:00,Center Hill,False,69.0,False,Night
A-437817,2,2017-05-19 11:37:04,Manteca,False,29.0,False,Day
A-5621509,2,2021-12-17 13:20:29,Miami,True,67.0,True,Day
A-6095992,2,2021-08-13 17:19:30,Salem,False,31.0,False,Day
A-7105265,2,2020-03-06 05:51:30,Manteca,False,90.0,False,Night
A-6490551,2,2021-02-05 21:47:20,Milford,False,86.0,False,Night
A-3419804,3,2016-04-22 01:13:26,Irvine,False,86.0,False,Night
A-4771431,2,2022-02-11 18:40:25,Greenville,False,30.0,False,Night
A-3387288,2,2017-08-18 10:24:08,Houston,True,67.0,False,Day
A-439371,2,2017-05-12 12:28:09,Carlsbad,False,84.0,False,Day
A-4048381,2,2022-02-11 09:00:26,Howell,False,97.0,False,Day
A-1258289,2,2020-11-20 04:01:43,Sumner,False,89.0,False,Night
A-7382236,2,2019-11-15 06:07:01,Portland,False,90.0,False,Night
A-4662914,2,2022-04-22 11:29:00,Elk Grove,False,54.0,False,Day
A-1952036,2,2019-07-05 11:57:47,Swartz Creek,False,59.0,True,Day
A-1122414,3,2021-03-12 13:46:57,La Puente,False,41.0,False,Day
A-1824015,2,2019-11-15 08:59:51,Austin,False,71.0,False,Day
A-5716612,2,2021-12-24 17:07:00,Soda Springs,False,100.0,False,Night
A-3928402,2,2022-07-22 09:37:00,Washington,False,95.0,False,Day
A-5035535,2,2022-01-28 15:07:20,Miami,False,71.0,True,Day
A-122536,3,2017-01-13 17:26:26,Tampa,False,83.0,False,Day
A-2789695,3,2018-06-29 17:03:09,Whitestone,False,,False,Day
A-589944,2,2022-06-17 18:35:12,Charlotte,True,58.0,True,Day
A-3824609,2,2022-02-18 11:04:30,Baton Rouge,False,68.0,False,Day
A-7733564,2,2019-02-15 08:47:40,Heppner,False,85.0,False,Day
A-1064134,2,2021-04-30 15:48:41,San Antonio,False,87.0,False,Day
A-3495973,3,2016-09-02 20:26:14,Hillburn,False,65.0,False,Night
A-4834752,2,2022-10-07 14:20:48,Jacksonville,False,32.0,False,Day
A-4330646,2,2022-11-04 07:55:00,Austerlitz,False,93.0,False,Day
A-3713413,2,2022-02-25 21:31:00,Orlando,False,73.0,False,Night
A-3017557,2,2018-02-16 12:51:15,San Francisco,False,60.0,False,Day
A-435613,2,2017-05-05 18:56:45,Houston,False,24.0,False,Day
A-7068151,2,2020-06-05 17:29:06,Minneapolis,False,24.0,False,Day
A-3311437,3,2017-09-15 12:52:58,Oklahoma City,False,46.0,False,Day
A-5179893,2,2022-07-01 11:52:00,Running Springs,False,20.0,False,Day
A-4835677,2,2022-08-05 05:56:00,Riverdale,False,40.0,False,Night
A-6214263,2,2021-12-17 17:02:30,Monroeville,False,37.0,False,Night
A-4755823,2,2022-06-10 11:03:00,Manning,False,54.0,False,Day
A-2410748,2,2018-12-21 07:14:23,Antioch,True,85.0,False,Night
A-2624717,2,2018-08-03 04:12:09,Perry,False,96.0,False,Night
A-6430426,2,2021-02-26 16:42:54,Los Angeles,False,40.0,False,Day
A-1516329,3,2020-03-06 17:30:54,Tampa,False,52.0,False,Day
A-3550066,2,2016-09-02 18:59:01,Newbury Park,False,79.0,False,Day
A-2666335,2,2018-08-24 08:00:58,Lehigh Acres,False,90.0,False,Day
A-803667,2,2021-11-26 05:11:25,Charlotte,True,93.0,False,Night
A-6046032,2,2021-06-11 19:11:39,Williamsburg,False,100.0,False,Day
A-7727231,3,2019-05-24 08:42:43,Rochester,False,67.0,False,Day
A-6330144,2,2021-08-27 08:04:30,North Miami Beach,False,90.0,True,Day
A-998302,2,2021-06-18 09:54:24,Charlotte,True,43.0,True,Day
