data_kingston_50/ca/154992/9160041/842540527.html,Quality Inn &amp; Suites,"""We stayed here one night during the week while visiting Kingston for the Pen tour. This Quality Inn is great value and both rooms we booked were clean and as expected. The breakfast kiosk (included) was actually really good! Juice, toast, waffles, scrambled eggs, sausages, fruit, yogourt and coffee\u002Ftea. Hey, you grab something here and it saves you $15 each stopping to eat later.",5,positive,"June 12, 2022",1530 Robinson Crt,"('Kingston',)",Ontario,K7P 0K4
data_kingston_50/ca/154992/9160041/908031255.html,Quality Inn &amp; Suites,"""The room was good size, one bed comfortable the 2nd one not so much. Bathroom was smelling, tub disgusting with mold  and clogged. The sink was also clogged. Breakfast was too crowded but the person in charge was very attentive and caring.",3,negative,"August 5, 2023",1530 Robinson Crt,"('Kingston',)",Ontario,K7P 0K4
data_kingston_50/ca/154992/9160041/885701244.html,Quality Inn &amp; Suites,"""We arrived after a long drive and were delighted by the friendliness and helpfulness of front desk staff.\nOur room was spacious and clean and the bed and pillows were extremely comfortable. The location was quiet, but convenient for the highway.\nBreakfast had a good selection of food.\nThe hotel is pet friendly- front desk even had a treat for our dog.\nWould wholeheartedly recommend and will stay there again if we are in Kingston.",5,positive,"April 10, 2023",1530 Robinson Crt,"('Kingston',)",Ontario,K7P 0K4
data_kingston_50/ca/154992/9160041/862625492.html,Quality Inn &amp; Suites,"""We stayed for 2 nights, with 2 rooms.\nWe had some minor issues with our room, but it was fixed promptly.\nThe Front Desk staff were amazing!  Very friendly, and so helpful!!\n\nBeds are super comfortable!!",4,positive,"September 30, 2022",1530 Robinson Crt,"('Kingston',)",Ontario,K7P 0K4
data_kingston_50/ca/154992/185226/901725124.html,Hochelaga Inn,"""The good :  Nicely done renos. Nice improved check in\u002F entrance. Improved furnishings in living room. Friendly and helpful staff !! Good coffee.\n\nThe not so good: Room we booked was not available. Room we were in, had noisy AC so hard to get good night sleep. AC leaked. Need to switch to summer bedding. Duvet way too hot.\n Limited seating on patio. Beautiful, inviting garden but so few chairs. Previous chairs on lawn are gone. Being repaired ? Dining room does not have good air circulation-- Room needs ceiling  or standing fan. Overall, disappointed this time.\n",2,negative,"July 9, 2023",24 Sydenham St,"('Kingston',)",Ontario,K7L 3G9
data_kingston_50/ca/154992/185226/924591137.html,Hochelaga Inn,"""If your idea of \""charming\"" is a run down, seedy, dilapidated room that looks as if it hasn't seen a coat of paint since Pierre Trudeau's first term then you'll find lots of charm here. The cheap, beat up furniture looks like cast offs from a rooming house, the room is overheated with rads from 1923 and the window nearly impossible to open, the carpet is worn and stained; no smoke detector, just dangling wires, bathroom sink is cracked and stained, not even a glass on the sink.  Don't come by car; all of 9 parking spaces, all taken, all the time.  Can't understand the good reviews  Maybe I just lucked out with the worst room in the house?  Good wi-fi though.",1,negative,"November 4, 2023",24 Sydenham St,"('Kingston',)",Ontario,K7L 3G9
data_kingston_50/ca/154992/185226/906696902.html,Hochelaga Inn,"""We stayed in Hochelaga Inn for 3 nights and had a great and comfortable stay.  Upon check in, we were given a room in the third floor. There is no elevator,  so if you have difficulty walking or climbing stairs, request for a room on the 1st or 2nd floor. Thankfully, the receptionist was kind enough to help my mom bring her carry on luggage to our room. The room was small but functional and clean.  We had a queen bed and there was air-conditioning. We wished there was a small refrigerator though in the room. \n\nBreakfast was good. They served coffee, tea, juice, toast, bagel, croissant,  yogurt, fresh fruit, cold cuts and cheese. \n\nParking is free but they only have 9 spaces so the option is to park at the paid public parking lot at the side of the hotel.  \n\nThere is no housekeeping during our stay so it was a little weird that shortly upon check in, we got a text message asking if we wanted to leave a tip for housekeeping. We did so upon check out but I think it is best that it is left to the guest if they want to tip, and not be texted about it at the beginning of stay. \n\nIt is a very nice property though with friendly service so over all, a great stay. ",5,positive,"July 30, 2023",24 Sydenham St,"('Kingston',)",Ontario,K7L 3G9
data_kingston_50/ca/154992/185226/909761814.html,Hochelaga Inn,"""We stayed overnight on our way east using a gift certificate from my son. I went online to get some background on the Inn and it looked like a unique place to stay, full of charm. But the room we were given was very Spartan.  Four white walls, one chair,one table, a bed and  TV.  The pictures in the ad showed a lot of antique furniture ,wood trim, older style lighting but what we got looked like a newly renovated room that didn't match the rest of the house off the entrance way. No charm at all. It didn't even have a bench to put your luggage on. I was expecting more for $200 + per night.",3,negative,"August 12, 2023",24 Sydenham St,"('Kingston',)",Ontario,K7L 3G9
data_kingston_50/ca/154992/185226/908642253.html,Hochelaga Inn,"""I stayed with my two adult children in an upstairs room with a queen sized bed and one pull out couch. The couch's mattress was not in the best shape and my son complained about the poor sleep he had.  The grounds and home are beautiful however and there was a good amount of parking at the rear of the property. The breakfast included coffee, fruit cups, a variety of muffins and croissants, bagels, cheeses and sliced meats. If you wanted a cooked breakfast, either pancakes or eggs and bacon, there was an additional cost of $8 per person. Due to the holiday weekend, it was very busy and the dining area indoors was full. We found a table at the patio which was nice and luckily the rain held off for us to enjoy our coffee. I've found, since Covid, the prices have really climbed for a one night's stay. Overall, a nice vibe and a pleasant staff.",4,positive,"August 7, 2023",24 Sydenham St,"('Kingston',)",Ontario,K7L 3G9
data_kingston_50/ca/154992/185226/905061329.html,Hochelaga Inn,"""\""WeLoveQueens\"" special offer really isn't special: we had a tour of the university and loved the look and location of the Hocalaga online. In person, the neighborhood and building are very attractive, but the advertised special was anything but: the website promises VIP amenity package, free room upgrades and more! Our room was very basic: king bed, two nightstands, one chair, TV, portable A\u002FC, and ensuite bathroom (best part of the room), and was located at the rear entrance, which is the only entrance after 7:30PM, and right at the breakfast \u002F reception station.\n\nWhile we expected a relaxing stay, it was noisy, either from the people above, or the clattering of dishes \u002F constant traffic outside our door. The view out the two windows was of the walkway everyone uses to enter the building, and of a wood pile & emergency staircase. We were texted, before even unpacking, that a tip was requested for our cleaning staff, but no one cleaned our room during the stay! No fresh towels or linen service, and after a long day in kingston, there wasn't even anyone at the desk to ask for service until the next morning. \n\nBreakfast was good, but be aware only a continental breakfast is included. It did feel a bit like a cattle call at times when queuing to get breakfast or a cup of coffee. The dining area is nice, but was overwhelmingly stuffy and hot with 15+ people in it; outdoor dining was more temperate and enjoyable. \n\nOverall, it's a lovely building in a lovely area, but we will stay elsewhere next time.",2,negative,"July 23, 2023",24 Sydenham St,"('Kingston',)",Ontario,K7L 3G9
data_kingston_50/ca/154992/1484598/708502950.html,Knights Inn Kingston,"""I travel for business and Ive seen alot of Hotels, this one was very nice. It was welcoming upon arrival with excellent service from the owner \""Papa\"" and his son. My room was very clean and newly renovated. I really enjoy staying at the Mom and Pop places because I know it helps the family that own's the business. I would recommend this Knights Inn in Kingston to friends.  Great price too! Thank you!",5,positive,"September 10, 2019",1155 Princess St,"('Kingston',)",Ontario,K7M 3E1
data_kingston_50/ca/154992/1484598/862384094.html,Knights Inn Kingston,"""Room smelled so smokey, we couldn't stay - the driveway was a mess, it was a motel not a hotel......I'd say it was a huge let down for us as we had paid for 2 rooms in advance.   But we didn't feel safe and hated the run down look of the place and booked again at a beautiful hotel not too far away at only a few dollars more.  Stay away - my thoughts on a wasted $330.",1,negative,"September 28, 2022",1155 Princess St,"('Kingston',)",Ontario,K7M 3E1
data_kingston_50/ca/154992/1484598/684852432.html,Knights Inn Kingston,"""This place is Awesome the staff is amazing, helpful and extremely welcoming I felt like family Throughout my entire stay and the rooms are high class and very comfortable. The knights in is also in the Perfect location close to all amenities what I love best is the rates it\u2019s within everyone\u2019s budget.",5,positive,"June 27, 2019",1155 Princess St,"('Kingston',)",Ontario,K7M 3E1
data_kingston_50/ca/154992/1484598/658907947.html,Knights Inn Kingston,"""Everything was stained (sheets, comforters, walls, towels, floors, shower curtain), there were mouse droppings in the closet, cobwebs in every corner, the wallpaper was peeling, the desk and bathroom floor were sticky, there was a major draft coming in the room.Also one of the guests found it necessary to open his curtains and masturbate in front of my wife who was sitting in the car waiting for me while I checked in! Avoid this place at all costs is my suggestion!",1,negative,"March 16, 2019",1155 Princess St,"('Kingston',)",Ontario,K7M 3E1
data_kingston_50/ca/154992/1484598/633167527.html,Knights Inn Kingston,"""The first room given stunk of cigarette smoke. Very dirty, bedspread had burn holes in it and was stained.\nThe cleaner was smoking in room at this time.\n Dirty cloth in drawer.\nSpoke to owner and he said, \""what do you expect it's a old motel\"". We asked for our money back. He was hesitant. Asked for another room, he took us to another room. It did not smell as bad. The bathtub had a ring around it, the toilet has not been properly cleaned in sometime. The floor by the tub has fungus growing. The nightstand and all drawers had cigarette ashes and filth inside.\nThe microwave is filthy.\nThe photos on Trip Advisor does not show anything close to what we saw.\nNeed I say more.\nThis motel requires a good going over.",1,negative,"November 13, 2018",1155 Princess St,"('Kingston',)",Ontario,K7M 3E1
data_kingston_50/ca/154992/1484598/684120057.html,Knights Inn Kingston,"""When we first entered the room, noticed that the door had odiously been kicked in, the door jam was inadequately repaired.   There was blood on the door frame, carpets were not vacuumed.  The sheets were dirty and had what appeared to be blood stains. Towels had to be exchanged as they were filthy and the shower curtains had mildew.  The room although labeled as a non smoking room, smelled like smoke.  The desk chair was filthy and the wing back chair appeared to have stab makes.",1,negative,"June 24, 2019",1155 Princess St,"('Kingston',)",Ontario,K7M 3E1
data_kingston_50/ca/154992/1484598/633325263.html,Knights Inn Kingston,"""Despite pictures to the contrary, the room had not been renovated recently  Maybe a lick of paint as this was evident around the external door frame.  No smoking sign on exterior wall was negated by the badly disguised smell of stale tobacco in the room and cigarette burn holes in the bed cover.  Generally the room was unclean and the bath\u002Fshower looked like somebody had walked in it.  If I could score zeros for this review, then I would.  It was that bad we rose and 7am to depart immediately.",1,negative,"November 14, 2018",1155 Princess St,"('Kingston',)",Ontario,K7M 3E1
data_kingston_50/ca/154992/1651131/885204709.html,Motel 6 Kingston,"""When I checked in, I was told that the rates were different for each of the 3 nights we wanted as they were almost sold out.  Since when are the rates not the same for each night?  Also, I had to sign a waiver that with a pet, we couldn't leave the pet alone in the room at any time, needless to say yjat we didn't stay there ",2,negative,"April 7, 2023",1542 Robinson Court,"('Kingston',)",Ontario,K7P 0K4
data_kingston_50/ca/154992/1651131/899865450.html,Motel 6 Kingston,"""Upon check in, staff was very friendly. Was greatly appreciated that they accommodated an early check in for me. Also was informed of the coffee, tea available and about the muffins in the morning as well. My room was nice and spacious. The bed was not the most comfortable however. Try all the pillows to find the one that won\u2019t make you feel like you\u2019re trying to sleep on a brick. \nAt some point when I was out at an event that night, the power must have gone out as when I returned the clock was flashing.\nFast forward to sometime before 7am someone going down the hall saying (quite loudly) \u201Cpower is out, elevator is down- use the stairs\u201D. Thanks for the unwanted wake up call sir.\nTo make matters worse, I did not have a window that opens, my room was extremely stuffy in the morning. \nOnly positive thing was that it was sunny out so I was able to get ready with the natural light. But no opportunity to shower or freshen up. \n\nI did send an email to the general manager after looking into things on my own. Called Hydro One and was told that it was a planned power outage. Still have yet to hear back from the manager.\nGreat customer service \uD83D\uDE44",1,negative,"July 2, 2023",1542 Robinson Court,"('Kingston',)",Ontario,K7P 0K4
data_kingston_50/ca/154992/1651131/914683597.html,Motel 6 Kingston,"""Front desk staff was friendly and efficient. \n\nRooms felt and looked like hospital recovery rooms. The mattress isn\u2019t fixed, it\u2019s on a platform and slides all over the place and it\u2019s as hard as a rock. The pillows are large but stuffed into tiny pillow cases, which makes them more like a ball and useless. Sheets had some stains and the covers  were very flimsy. The bathroom tiles are in dire need of a good bleaching and regrouting. They look filthy and I found a couple of public hairs in the \u201Cclean\u201D tub.  Spend a few extra bucks and stay somewhere else. ",3,negative,"September 3, 2023",1542 Robinson Court,"('Kingston',)",Ontario,K7P 0K4
data_kingston_50/ca/154992/1651131/894636350.html,Motel 6 Kingston,"""I was at Motel 6 20 years ago- what a huge change!\nVery clean, coffee and free muffines 24 hours, and very accessible.\nLook no more.\nHere in Kingstone- Sandra from the night shift is a GEM, very kind and helpful, all the family appreciated her service.\nShe gave us many advises on the city",5,positive,"June 12, 2023",1542 Robinson Court,"('Kingston',)",Ontario,K7P 0K4
data_kingston_50/ca/154992/1599748/848613553.html,Bayside Inn &amp; Waterfront Suites,"""So disappointed that we chose this place in Kingston. The pics on the site look nice but these may be very old. Seems there are people and transients living there full time. The rooms were dirty. Sheets stained. Dark rooms and terrible lighting. Bathroom is small and shower head is tooooo low. You cannot feel safe on the dock. Basic commercial steel roof decking is used on the dock. Very unsafe. \nNo amenities were on site that were pictured on the website. Booking.com should remove this as a potential destination. Freezer and fridge provided but are in horrible condition. Freezer was full of frozen ice everywhere. \nAvoid this as your place of stay. \nYou run this place on a bed of lies!!! Shame on you.",1,negative,"July 18, 2022",4024 Bath Rd Located on the Corner of Bath Road and Collins Bay Road,"('Kingston',)",Ontario,K7M 4Y4
data_kingston_50/ca/154992/1599748/909160578.html,Bayside Inn &amp; Waterfront Suites,"""Good location (close to everything).\nNice view outside, if you go outside.\nRoom was OK, clean enough, no frills.\nWould benefit from some renovations.\nBIGGEST ISSUE: Trains. They just keep coming... and whistling... All. Night. Long.",3,negative,"August 9, 2023",4024 Bath Rd Located on the Corner of Bath Road and Collins Bay Road,"('Kingston',)",Ontario,K7M 4Y4
data_kingston_50/ca/154992/1599748/919463299.html,Bayside Inn &amp; Waterfront Suites,"""Pretty tight room, did have a view of the Bay which would have been nice but the chairs have cushions so wet from the dew.  They were doing some construction at the waterfront so the yard wasn't well organized but still a pretty balcony and view.  The bathroom was very clean but very small. The bed was comfortable but you had to be careful of the metal corners at the bottom of the bed, cut my leg on it.  Needs to have a luggage holder stand to sit your suitcase on as I hate putting my suitcase on a carpeted floor. I'm not sure I would stay there again but it was average and in fairness they were working on the dock and the view was nice.",3,negative,"October 2, 2023",4024 Bath Rd Located on the Corner of Bath Road and Collins Bay Road,"('Kingston',)",Ontario,K7M 4Y4
data_kingston_50/ca/154992/1599748/846002443.html,Bayside Inn &amp; Waterfront Suites,"""I paid C$310 for one night. No breakfast, the pictures on trip advisor don't match reality when it comes to lobby. The person at the lobby was super nice  friendly, flexible and accommodating, she's the reason I'm giving a 3 star rating instead of 2 star. The room is clean from the inside but the it's pretty old. The outside of the room is clearly untouched, the spider webs and the amount of spiders is massive. The view is stunning though. All that would've been acceptable if I paid $150 max, but 300 for this level is quite a lot.",3,negative,"July 3, 2022",4024 Bath Rd Located on the Corner of Bath Road and Collins Bay Road,"('Kingston',)",Ontario,K7M 4Y4
data_kingston_50/ca/154992/1599748/890372499.html,Bayside Inn &amp; Waterfront Suites,"""We live not far from Kingston but booked a room here when we were at a music festival in the city and didn't want to pay to take a taxi home. Our room was very clean and quite comfortable. Not large, but the king bed, pillows, and linens were very comfortable. We booked the room with the jacuzzi. The jacuzzi was a  decent size, but the jets didn't work, for some reason. It sounded like it was running, but there was no movement of water or air. One of the electrical outlets in the bedroom was missing a plug plate, so definitely not safe for small children. The booking info advised us that we needed to call ahead to arrange check-in, which we did. The owner was ready for us when we arrived, and was friendly. There is a train nearby, which we already knew, but we barely heard it since our room was in the back corner of the motel. This is a decent motel when what you need is just a decent place to crash for the night. ",3,negative,"May 14, 2023",4024 Bath Rd Located on the Corner of Bath Road and Collins Bay Road,"('Kingston',)",Ontario,K7M 4Y4
data_kingston_50/ca/154992/1599748/852450141.html,Bayside Inn &amp; Waterfront Suites,"""Don\u2019t go here, hole in the wall, spiderwebs and spiders in shower, cobwebs in every corner, half patched holes in bathroom door, stains on carpet: pictures done portray place. Price does not reflect quality of place, paid $260 for king suite and worth $50. Very junky looking exterior!",1,negative,"August 6, 2022",4024 Bath Rd Located on the Corner of Bath Road and Collins Bay Road,"('Kingston',)",Ontario,K7M 4Y4
data_kingston_50/ca/154992/1599748/853114043.html,Bayside Inn &amp; Waterfront Suites,"""We stayed in the waterfront king suite. The room was very clean. The view was amazing. The best part of our stay was the service. They went above and beyond. They made sure our stay was perfect. I would recommend this hotel to anyone.",5,positive,"August 9, 2022",4024 Bath Rd Located on the Corner of Bath Road and Collins Bay Road,"('Kingston',)",Ontario,K7M 4Y4
data_kingston_50/ca/154992/1599748/855679080.html,Bayside Inn &amp; Waterfront Suites,"""Great place with a great view! Very clean, well stocked and friendly staff! One of our new favorite places on our family holiday! Would definitely stay here again. Thank you to the Bayside motel staff for being so accommodating and friendly.",5,positive,"August 22, 2022",4024 Bath Rd Located on the Corner of Bath Road and Collins Bay Road,"('Kingston',)",Ontario,K7M 4Y4
data_kingston_50/ca/154992/1599748/846037229.html,Bayside Inn &amp; Waterfront Suites,"""They would get 0 stars if that was possible. We arrived and they had had a sewage problem which they told us luckily had been fixed beforehand but the exterior was dug up and disgusting. All the photos online are an absolute lie, when you go into your room it is disgusting and horrendous.\nFrom old furniture to no light bulbs, stained bedsheets, air conditioners siliconed into the wall, old wooden floors, lifted carpeting. Paint peeling off walls, mold in the bathrooms. \nPure hell.\nWe told them we were booking out the next day. ( It was already after 10pm and we had to find another hotel for the next day)\nThey said that would not be a problem with that. They then charged our credit card in full for 6 days and now we fight to get the money back. \n2 days later the credit card that they swipped 'for incidentals') while I was there was fraudulently used for over $2500 in theme park purchases...\nCoincidence  ?\n\nClearly the photos on this site were done over 10 or 15 years ago by a professional photographer with a ono photographer with a wide angled lens. \nThere also is no reception area or anywhere where you eat breakfast or can sit down -  So I don't know where those pictures came from?\n\nThis is nowhere near the boutique hotel they want it to be it is an absolutely disgusting hole where you would never want to lay your head. \nI probably would have felt better sleeping in the car.",1,negative,"July 3, 2022",4024 Bath Rd Located on the Corner of Bath Road and Collins Bay Road,"('Kingston',)",Ontario,K7M 4Y4
data_kingston_50/ca/154992/1599748/893015074.html,Bayside Inn &amp; Waterfront Suites,"""Room clean. Beds comfortable  but Inn it is not!  Just a motel. Nothing charming about it\nIt is in the lake and could be a nice spot but the yard is crappy. Owners have an opportunity to have a few chairs by the water for guest to enjoy  but it would be a hazard to walk down. The biggest thing is it is righting a main rail line so the trains go  all the time 24\u002F7. it must by by a crossing because 2 long 1 short 1 long whistle. \n\nI gave it two stars because less than a block away is a fabulous little gem of a restaurant called Bella Bistro. A little non discript place with fabulous food friendly staff and outstanding menu. The chef really knows how to cook!",2,negative,"June 1, 2023",4024 Bath Rd Located on the Corner of Bath Road and Collins Bay Road,"('Kingston',)",Ontario,K7M 4Y4
data_kingston_50/ca/154992/1599748/859248611.html,Bayside Inn &amp; Waterfront Suites,"""Wonderful check in \nVery kind people \nMy son enjoys all the trains and boats that go by hotel\nBeautiful scenery \nCalming watching the water\nThe rooms are basic and clean \nVery family friendly as well as dog friendly \nAll staff are very accommodating",4,positive,"September 9, 2022",4024 Bath Rd Located on the Corner of Bath Road and Collins Bay Road,"('Kingston',)",Ontario,K7M 4Y4
data_kingston_50/ca/154992/1599748/805996231.html,Bayside Inn &amp; Waterfront Suites,"""I would not ever recommend this place to any one. I was not impressed with how I was robbed of my money and was given a queen room with one bed when I made my booking I paid for a Deluxe queen room with two queen beds. One of my family members had to sleep on the floor, since they couldn't offer me anything else.  Place is very run down. Only stay here if you absolutely need to.",1,negative,"August 24, 2021",4024 Bath Rd Located on the Corner of Bath Road and Collins Bay Road,"('Kingston',)",Ontario,K7M 4Y4
data_kingston_50/ca/154992/1599748/806855844.html,Bayside Inn &amp; Waterfront Suites,"""Whoever cleans doesn\u2019t do a great job, spider webs and flies in the room, the best is so soft that you think your gonna hit the floor, if it was cheaper I would understand but the price is too much, but I was desperate and it was all that was available \nThe view is good but legit there was blood on the sheet and it wasn\u2019t ours",2,negative,"August 28, 2021",4024 Bath Rd Located on the Corner of Bath Road and Collins Bay Road,"('Kingston',)",Ontario,K7M 4Y4
data_kingston_50/ca/154992/1599748/806006951.html,Bayside Inn &amp; Waterfront Suites,"""We had a wonderful experience at the Hotel - the owners were extremely accommodating and took car of our needs. \nThe location is ideal as its 15-20 minutes away from downtown. Breathtaking views of the water. All in all a wonderful escape - and a must go again trip.",5,positive,"August 24, 2021",4024 Bath Rd Located on the Corner of Bath Road and Collins Bay Road,"('Kingston',)",Ontario,K7M 4Y4
data_kingston_50/ca/154992/1599748/898345981.html,Bayside Inn &amp; Waterfront Suites,"""Our waterfront suite was the perfect retreat from the heat and humidity.  The view was very peaceful and relaxing and we enjoyed our takeout from a restaurant that was close by in Amherstview.  We would have appreciated the addition of grab bars in the bathtub.\n",4,positive,"June 27, 2023",4024 Bath Rd Located on the Corner of Bath Road and Collins Bay Road,"('Kingston',)",Ontario,K7M 4Y4
data_kingston_50/ca/154992/1599748/847659242.html,Bayside Inn &amp; Waterfront Suites,"""air conditioning makes a lot of noise and the trains pass at night\nmy reservation was changed without my authorization\nthe staff is welcoming\nthe place is well located and the view of the lake can be better used to their advantage",2,negative,"July 13, 2022",4024 Bath Rd Located on the Corner of Bath Road and Collins Bay Road,"('Kingston',)",Ontario,K7M 4Y4
data_kingston_50/ca/154992/1599748/844612634.html,Bayside Inn &amp; Waterfront Suites,"""The furnished private balcony was noisy and dirty, the building sits very close to a very busy highway with train tracks nearby which sounds it\u2019s horn each time it passes, day and all night. There was only one bathrobe and it was anything but luxurious. The so-called luxurious sitting area consisted of 2 wore out leather chairs, the bath had cracked floor tiles, black mold, filthy ceiling fan, with one towel for 2 people for 2 nights. There was construction happening in the parking lot with a noisy cement truck.",1,negative,"June 25, 2022",4024 Bath Rd Located on the Corner of Bath Road and Collins Bay Road,"('Kingston',)",Ontario,K7M 4Y4
data_kingston_50/ca/154992/1599748/886544417.html,Bayside Inn &amp; Waterfront Suites,"""Booked online from Australia on motel website date defaulted to current day. Emailed motel.No reply. Money debited.Emailed again.No reply.Canadian friend rang motel x 2requesting reply.Has been 8days.",1,negative,"April 17, 2023",4024 Bath Rd Located on the Corner of Bath Road and Collins Bay Road,"('Kingston',)",Ontario,K7M 4Y4
data_kingston_50/ca/154992/1599748/808542381.html,Bayside Inn &amp; Waterfront Suites,"""Pros:\n- Nice view\n- Friendly staff\n\nCons:\n\nUpon arrival there was a note on the door saying they were out for an emergency; false, they just didn't take the sign down, in fact, I think it stayed on the whole time we were there.\nThe lobby had spiderwebs, looked to be under construction and had stuff all over the place. Outside there were also several piles of junk.\nThe \""suite\"" had the couch in the kitchen area and since we were using it as a pullout it made it pretty awkward.\nThe ceiling light in this room was very dirty and all the furniture was dated.\nThe kitchenette seemed to be the biggest issue. Everything was dirty and that's probably because there was noting to dry the dishes with. There were minimal items (tiny pot, a couple of mismatched pieces of cutlery, random items you'd likely never use), the microwave above the stove was broken (however another one was provided on the counter), and the top element of the oven did not work making it take extra long to cook anything.\nMy suggestions: take the couch out of the kitchen, provide proper cleaning supplies, ensure things are clean and do some updates.",2,negative,"September 6, 2021",4024 Bath Rd Located on the Corner of Bath Road and Collins Bay Road,"('Kingston',)",Ontario,K7M 4Y4
data_kingston_50/ca/154992/1599748/812671880.html,Bayside Inn &amp; Waterfront Suites,"""The room was dirty with dust everywhere, rusty pipes for a heat source with no temperature control of the room, there was a stain on the sheets, the smoke alarm was not attached nor was it working. We could hear everything from the people downstairs who were fighting and banging things around, squealing tires at 3am. I did not sleep whatsoever and wouldn't recommend this hotel to anyone. This ad is full of it as well, do your research before you book.",1,negative,"October 2, 2021",4024 Bath Rd Located on the Corner of Bath Road and Collins Bay Road,"('Kingston',)",Ontario,K7M 4Y4
